id,license,address,city,county,state,structure,structure_type,latitude,longitude
182,AT&T,12500 Empire Grade Road (27339),Santa Cruz,SANTA CRUZ,CA,25,MTOWER,37.12175,-122.1563333
1616,AT&T,Park Creek Road  (9897),POLLACK PINES,EL DORADO,CA,54.9,LTOWER,38.75644444,-120.5546111
179,AT&T,370 AIRPORT BLVD (24216),WATSONVILLE,SANTA CRUZ,CA,37.5,GTOWER,36.93308333,-121.7869722
21762,AT&T,ARMY TRAINING AREA/RANGE  (159776),FORT IRWIN,SAN BERNARDINO,CA,19.5,LTOWER,35.48352778,-116.7046389
36431,AT&T,50 Gil Station Road (24254),Coso Junction,INYO,CA,48.8,MTOWER,36.04805556,-117.9444444
36432,AT&T,Highway 395 and Little Lake Road  (80101),Little Lake,INYO,CA,22.9,MTOWER,35.92586111,-117.913
36433,AT&T,Highway 395 and Pearson Road (24255),Olancha,INYO,CA,46.3,MTOWER,35.79947222,-117.8694167
11385,Verizon,TOP OF LOMA PRIETA MOUNTAIN     (Loma Prieta 2 #8088),Los Gatos,SANTA CLARA,CA,64.6,TOWER,37.11041667,-121.8437222
19602,Verizon,NW CORNER OF 18 1/2 & 22 1/2,CHOWHILLA,MADERA,CA,59.4,TOWER,37.07738889,-120.2103889
19603,Verizon,14269 RD 28,MADERA,MADERA,CA,55.4,TOWER,36.95611111,-120.0341667
19607,Verizon,9154 Meadow Drive,Cressey,MERCED,CA,60,TOWER,37.42713889,-120.6514722
19610,Verizon,9991 LONE TREE RD,Hollister,SAN BENITO,CA,39.3,TOWER,36.90361111,-121.2302778
19619,Verizon,11489 HARVEY PETTIT RD,LE GRAND,MERCED,CA,48.4,TOWER,37.17138889,-120.2836111
19623,Verizon,(North Hwy 41) 23675 Highway 41,Coarsegold,MADERA,CA,50.3,LTOWER,37.09272222,-119.75025
19632,Verizon,1160 S LAKE AVE,KERMAN,FRESNO,CA,60.9,TOWER,36.71972222,-120.135
19634,Verizon,"Rocks Road, Parcel No. 011-310-03",Hollister,SAN BENITO,CA,15.2,TOWER,36.85327778,-121.6010556
19637,Verizon,"(North Snelling Site) Keyes Road, Vista tower",Snelling,MERCED,CA,30.8,MTOWER,37.53633333,-120.4487778
19639,Verizon,22887 W. Alvarado Trail  (I5 Los Banos South #8331),LOS BANOS,MERCED,CA,44.2,LTOWER,36.99836111,-120.9038889
21820,AT&T,7304 RIDGE PARK RD (26949),NEWPORT BEACH,ORANGE,CA,40.2,LTOWER,33.60533333,-117.8114444
4422,AT&T,40000 Mount Chual Road (13102),Morgan Hill,SANTA CLARA,CA,50.6,LTOWER,37.11905556,-121.8337778
4421,AT&T,10164 Pacheco Pass Highway (48418),Hollister,SANTA CLARA,CA,24.7,LTOWER,37.00805556,-121.2877222
4419,AT&T,115 Dempsey Road (13142),Milpitas,SANTA CLARA,CA,17.7,MTOWER,37.43397222,-121.8867778
4416,AT&T,26410 Duval Way aka 26140 Duval (51771),Los Altos Hills,SANTA CLARA,CA,19.8,MTOWER,37.36555556,-122.1355556
4415,AT&T,21450 MADRONE DRIVE (13110),REDWOOD ESTATES,SANTA CLARA,CA,25.3,GTOWER,37.15755556,-121.9838889
19735,AT&T,G STREET NORTH OF LA PALOMA ROAD (42562),MERCED,MERCED,CA,107.6,LTOWER,37.42625,-120.4413056
19736,AT&T,AVENUE 7 AND ROAD 7 1/2 (42566),Madera,MADERA,CA,50,MTOWER,36.85897222,-120.3396667
19737,AT&T,49144 Huntington Lake Road (44405),Shaver Lake,FRESNO,CA,30.5,LTOWER,37.16988889,-119.3096667
19738,AT&T,1001 ROCKS ROAD (24241),PACINES,SAN BENITO,CA,18,LTOWER,36.85330556,-121.6014722
19739,AT&T,14849 YOSEMITE BOULEVARD (9801),WATERFORD,STANISLAUS,CA,46.6,MTOWER,37.64277778,-120.7198889
19740,AT&T,4989 PENON BLANCO ROAD (47557),Coulterville,MARIPOSA,CA,31.1,MTOWER,37.73358333,-120.2339444
19741,AT&T,6271 MORRISSEY RD (9814),MARIPOSA,MARIPOSA,CA,67.4,LTOWER,37.53305556,-120.0269444
19742,AT&T,45072 Valeria Avenue (42583),Dos Palos,FRESNO,CA,64,LTOWER,36.98338889,-120.6013611
19743,AT&T,8597 Glacier Point Road   (9818),Yosemite National Pa,MARIPOSA,CA,16.5,MTOWER,37.72702778,-119.5816111
19744,AT&T,51959 West Shields Avenue (105687),Mendota,FRESNO,CA,57.6,LTOWER,36.77705556,-120.7289167
19745,AT&T,25 Franks Drive (51620),Hollister,SAN BENITO,CA,18.3,MTOWER,36.81638889,-121.3807778
19746,AT&T,27400 Avenue 6 (9619),Madera,MADERA,CA,52.7,LTOWER,36.83372222,-120.0538333
19747,AT&T,WHITE BARK VISTA (9633),YOSEMITE NATIONAL PA,FRESNO,CA,22.2,LTOWER,37.2945,-119.0901667
19748,AT&T,2370 WALNUT AVENUE (42574),LIVINGSTON,MERCED,CA,61,LTOWER,37.388,-120.7093611
19749,AT&T,18853 AMERICAN AVENUE (42585),HILMAR,MERCED,CA,51.8,LTOWER,37.41105556,-120.8275556
19750,AT&T,DEADWOOD PEAK (42588),Oakhurst,MADERA,CA,41.4,LTOWER,37.314,-119.6849444
19751,AT&T,285 THIRD STREET (42589),GUSTINE,MERCED,CA,57.6,LTOWER,37.25791667,-120.9981111
19753,AT&T,Highway 41 at Road 406 (43591),Madera,MADERA,CA,46,LTOWER,37.09272222,-119.7502222
19754,AT&T,9085 Feather Way (49027),Delhi,MERCED,CA,45.7,LTOWER,37.41994444,-120.7560278
19756,AT&T,10164 PACHECO PASS HIGHWAY (48418),HOLLISTER,SANTA CLARA,CA,24.7,LTOWER,37.00805556,-121.2877222
19757,AT&T,2657 EAST PACHECO BLVD (42573),LOS BANOS,MERCED,CA,60.4,LTOWER,37.05325,-120.8110833
19758,AT&T,G STREET NORTH OF LA PALOMA ROAD (42562),MERCED,MERCED,CA,107.6,LTOWER,37.42625,-120.4413056
19759,AT&T,AVENUE 7 AND ROAD 7 1/2 (42566),Madera,MADERA,CA,50,MTOWER,36.85897222,-120.3396667
19760,AT&T,49144 Huntington Lake Road (44405),Shaver Lake,FRESNO,CA,30.5,LTOWER,37.16988889,-119.3096667
19761,AT&T,1001 ROCKS ROAD (24241),PACINES,SAN BENITO,CA,18,LTOWER,36.85330556,-121.6014722
19762,AT&T,14849 YOSEMITE BOULEVARD (9801),WATERFORD,STANISLAUS,CA,46.6,MTOWER,37.64277778,-120.7198889
19763,AT&T,4989 PENON BLANCO ROAD (47557),Coulterville,MARIPOSA,CA,31.1,MTOWER,37.73358333,-120.2339444
19764,AT&T,6271 MORRISSEY RD (9814),MARIPOSA,MARIPOSA,CA,67.4,LTOWER,37.53305556,-120.0269444
19765,AT&T,45072 Valeria Avenue (42583),Dos Palos,FRESNO,CA,64,LTOWER,36.98338889,-120.6013611
19766,AT&T,8597 Glacier Point Road   (9818),Yosemite National Pa,MARIPOSA,CA,16.5,MTOWER,37.72702778,-119.5816111
4413,AT&T,40000 Mount Chual Road (13102),Morgan Hill,SANTA CLARA,CA,50.6,LTOWER,37.11905556,-121.8337778
32968,Verizon,ANTELOPE MOUNTAIN  5 MILES NE OF,SUSANVILLE,LASSEN,CA,45.7,TOWER,40.45322222,-120.5716111
32969,Verizon,4 Miles WSW of Chester,CHESTER,PLUMAS,CA,60.6,TOWER,40.28377778,-121.3024722
32970,Verizon,(Likely Mountain) Likely Mtn 6 mi SW of Likely,Madeline,LASSEN,CA,25.9,LTOWER,41.155,-120.5635556
32971,Verizon,MT HOUGH PLUMAS NATIONAL FOREST 4 MILES NE OF,KEDDIE,PLUMAS,CA,8.8,LTOWER,40.04433333,-120.8863333
32972,Verizon,(Black Mtn) Black Mountain Plumas National Forest 4 miles SE of,Milford,LASSEN,CA,25.6,LTOWER,40.11711111,-120.3174167
32974,Verizon,507 WEST FIRST ST (Alturas),ALTURAS,MODOC,CA,28,TOWER,41.48322222,-120.5485556
32976,Verizon,(Happy Camp site)12 miles West of Canby,Canby,MODOC,CA,27.4,TOWER,41.41741667,-121.1107222
32978,Verizon,(Cedarville) 748 N MAIN ST,Cedarville,MODOC,CA,41.2,LTOWER,41.53155556,-120.1732778
32979,Verizon,2.5 miles Southwest of,Nubieber,LASSEN,CA,18.6,TOWER,41.07236111,-121.2233056
32983,Verizon,(Red Hill) Red Hill Lookout,Belden,PLUMAS,CA,17.1,LTOWER,40.03708333,-121.1885556
33005,Verizon,0.75 miles Northwest of,Princeton,GLENN,CA,51.5,TOWER,39.41375,-122.0213611
33008,Verizon,AT&T FACILITY GRAVELLY RIDGE,ELK CREEK,TEHAMA,CA,25,TOWER,39.51572222,-122.5627778
33010,Verizon,(North Corning site) 22475 Moran Road (CA11443-S),Corning,TEHAMA,CA,38.1,TOWER,39.96216667,-122.1989167
14374,Verizon,(Taft) 4300 Midway Rd,TAFT,KERN,CA,58.8,LTOWER,35.20677778,-119.4852778
14375,Verizon,(Buttonwillow) 25351 LERDO HWY,BUTTONWILLOW,KERN,CA,71,GTOWER,35.49986111,-119.5049722
14377,Verizon,(Delano) 13011 BENNER ROAD,DELANO,KERN,CA,88.4,GTOWER,35.75327778,-119.3128889
14381,Verizon,(McKittrick) HWYS 58 & 33,BAKERSFIELD,KERN,CA,22.3,LTOWER,35.28430556,-119.6127778
14782,Verizon,Dixon 6438 Silveyville Road,Dixon,SOLANO,CA,21.3,TOWER,38.46702778,-121.8340556
14776,Verizon,1.2 MILES NORTH OF INTERSECTION OF HIGHWAY 4 & WILLOW PASS ROAD,CONCORD,CONTRA COSTA,CA,56.7,TOWER,38.02988889,-122.0022778
14774,Verizon,Rio Vista 10 AMADOR CIRCLE,RIO VISTA,SOLANO,CA,39,TOWER,38.15961111,-121.7060278
14773,Verizon,7297 BLUE RIDGE ROAD,VACAVILLE,SOLANO,CA,48.7,TOWER,38.41519444,-122.1185833
14769,Verizon,3900 LAGOON VALLEY ROAD,VACAVILLE,SOLANO,CA,21,TOWER,38.32861111,-121.9969444
14382,Verizon,(Lamont) 18459 HERMOSA ROAD,BAKERSFIELD,KERN,CA,59.1,LTOWER,35.30636111,-118.8003611
14390,Verizon,4387 DIGIER ROAD,LEBEC,KERN,CA,18.3,LTOWER,34.88275,-118.9059444
14392,Verizon,OFF OF STATE ROUTE 5,METTLER,KERN,CA,88.3,TOWER,35.05636111,-118.9945556
2618,Verizon,25555 KELLY ROAD,ANNAPOLIS,SONOMA,CA,74.9,TOWER,38.73325,-123.2897222
14231,AT&T,19800 South Mountain Road (12499),Somis,VENTURA,CA,42.1,LTOWER,34.326,-119.0387778
14229,AT&T,6118 TELEGRAPH ROAD (12524),PIRU,VENTURA,CA,11,MTOWER,34.39513889,-118.7148333
14228,AT&T,10151 Ocean View Road (12497),La Conchita,VENTURA,CA,34.8,LTOWER,34.37283333,-119.421
14227,AT&T,Frasier Mountain (48223),Frazier Park,VENTURA,CA,36,GTOWER,34.77422222,-118.9685
3286,Verizon,(El Centro) 1990 Highway 111,EL CENTRO,IMPERIAL,CA,79.3,GTOWER,32.79586111,-115.4988889
3288,Verizon,(Midway Wells) 4710 East Hwy 98,HOLTVILLE,IMPERIAL,CA,89.9,GTOWER,32.71038889,-115.0637778
3290,Verizon,(North Salton) 3842 Scott Drive,Thermal,IMPERIAL,CA,60.1,LTOWER,33.40736111,-116.0455278
3291,Verizon,(Glamis) 4560 Green Road       (CA10502-A),Brawley,IMPERIAL,CA,61.9,LTOWER,32.98138889,-115.3158333
14225,AT&T,4997 Kilburn Court (12518),Oak Park,VENTURA,CA,15.5,MTOWER,34.18963889,-118.7801944
14223,AT&T,1000 SOUTH VENTU PARK ROAD (12500),NEWBURY PARK,VENTURA,CA,15.5,LTOWER,34.16525,-118.9088333
14221,AT&T,1705 CASITAS VISTA ROAD (12498),VENTURA,VENTURA,CA,38.7,LTOWER,34.34925,-119.3363333
14220,AT&T,19800 South Mountain Road (12499),Somis,VENTURA,CA,42.1,LTOWER,34.326,-119.0387778
14218,AT&T,6118 TELEGRAPH ROAD (12524),PIRU,VENTURA,CA,11,MTOWER,34.39513889,-118.7148333
14217,AT&T,10151 Ocean View Road (12497),La Conchita,VENTURA,CA,34.8,LTOWER,34.37283333,-119.421
14216,AT&T,Frasier Mountain (48223),Frazier Park,VENTURA,CA,36,GTOWER,34.77422222,-118.9685
3293,Verizon,(Niland) BEAL RD 1 MI E,NILAND,IMPERIAL,CA,60,LTOWER,33.24277778,-115.5013889
14214,AT&T,4997 Kilburn Court (12518),Oak Park,VENTURA,CA,15.5,MTOWER,34.18963889,-118.7801944
8541,AT&T,34520 MORISOLI ROAD (47587),Soledad,MONTEREY,CA,44.8,LTOWER,36.42216667,-121.3389722
8540,AT&T,115 Dunbarton Road (27322),Aromas,MONTEREY,CA,14.6,MTOWER,36.84983333,-121.6364722
8537,AT&T,201 Alta Street (13175),Gonzales,MONTEREY,CA,40.2,LTOWER,36.50594444,-121.4460556
38766,Verizon,35871 Mountain Circle Drive,Julian,SAN DIEGO,CA,18.3,TOWER,33.00727778,-116.5853056
38765,Verizon,1676 TIERRA DEL SOL 2.5 MILES SE OF LIVE OAK SPRINGS,Whitestar,SAN DIEGO,CA,30.5,TOWER,32.64672222,-116.3178056
38764,Verizon,12197 California State Highway 94,Jamul,SAN DIEGO,CA,30.5,TOWER,32.69783333,-116.9341944
38763,Verizon,MONUMENT PEAK ROAD,MT LAGUNA,SAN DIEGO,CA,18.3,TOWER,32.87722222,-116.4152778
38762,Verizon,"BORREGO FIRE DEPARTMENT, 2322 STIRRUP ROAD",BORREGO SPRINGS,SAN DIEGO,CA,34.1,TOWER,33.26141667,-116.3722222
38761,Verizon,21943 CRESTLINE ROAD,PALOMAR MOUNTAIN,SAN DIEGO,CA,29,TOWER,33.30697222,-116.8555833
38759,Verizon,Chuladera Site 825 Chervil Court,CHULA VISTA,SAN DIEGO,CA,15.2,TOWER,32.62636111,-117.0235556
38756,Verizon,3492-1/2 MISSION ROAD,FALLBROOK,SAN DIEGO,CA,20.4,TOWER,33.40002778,-117.1908611
36348,Verizon,4837 N Chateau Fresno Ave,Fresno (W Shaw),FRESNO,CA,24.4,MTOWER,36.80561111,-119.9388333
36347,Verizon,Atop Musick Mt off HWY 138,Shaver Lake,FRESNO,CA,30.8,LTOWER,37.16994444,-119.3098611
36345,Verizon,33548 Cottontail Ln,Auberry,FRESNO,CA,33.5,MTOWER,37.08086111,-119.506
36341,Verizon,(West Palmer site) Fresno Coalinga Road,Coalinga,FRESNO,CA,30.5,LTOWER,36.22402778,-120.3103611
36334,Verizon,HWYS 5 & 41,KETTLEMAN CITY,KINGS,CA,91.7,TOWER,35.995,-119.9691667
36332,Verizon,990 WEST ELM ROAD,Coalinga,FRESNO,CA,40.5,TOWER,36.12933333,-120.3710833
36326,Verizon,3257 N MARKS AVE,Fresno,FRESNO,CA,86.2,TOWER,36.78361111,-119.8458333
14212,AT&T,1000 SOUTH VENTU PARK ROAD (12500),NEWBURY PARK,VENTURA,CA,15.5,LTOWER,34.16525,-118.9088333
8536,AT&T,HIGHWAY 269 AND SKYLINE ROAD (9662),Avenal,KINGS,CA,37.5,LTOWER,36.02944444,-120.1046389
8533,AT&T,990 WEST ELM ROAD (50515),Chowchilla,FRESNO,CA,40.5,MTOWER,36.12936111,-120.3711111
8532,AT&T,25 Franks Drive (51620),Hollister,SAN BENITO,CA,18.3,MTOWER,36.81638889,-121.3807778
8531,AT&T,20950 E HWY 46 (43728),CHOLAME,SAN LUIS OBISPO,CA,17.1,MTOWER,35.72736111,-120.2263056
8530,AT&T,1 BOLIVAR DRIVE (13174),BIG SUR,MONTEREY,CA,11.6,MTOWER,36.229,-121.7682222
8529,AT&T,Rural Road (13173),BRADLEY,MONTEREY,CA,28.4,LTOWER,35.88269444,-120.8219722
8528,AT&T,16789 AVERY LANE (13169),PRUNEDALE,MONTEREY,CA,43,LTOWER,36.81347222,-121.6790833
8527,AT&T,WILLIAMS HILL OFF HIGHWAY 101 (13176),LOCKWOOD,MONTEREY,CA,25.6,LTOWER,35.95130556,-121.0015
8526,AT&T,HANDLEY PEAK 8 KM N (13166),GREENFIELD,MONTEREY,CA,84.1,LTOWER,36.38,-121.2169444
8525,AT&T,34520 MORISOLI ROAD (47587),Soledad,MONTEREY,CA,44.8,LTOWER,36.42216667,-121.3389722
8524,AT&T,115 Dunbarton Road (27322),Aromas,MONTEREY,CA,14.6,MTOWER,36.84983333,-121.6364722
8521,AT&T,201 Alta Street (13175),Gonzales,MONTEREY,CA,40.2,LTOWER,36.50594444,-121.4460556
8520,AT&T,HIGHWAY 269 AND SKYLINE ROAD (9662),Avenal,KINGS,CA,37.5,LTOWER,36.02944444,-120.1046389
8517,AT&T,990 WEST ELM ROAD (50515),Chowchilla,FRESNO,CA,40.5,MTOWER,36.12936111,-120.3711111
8516,AT&T,25 Franks Drive (51620),Hollister,SAN BENITO,CA,18.3,MTOWER,36.81638889,-121.3807778
8515,AT&T,20950 E HWY 46 (43728),CHOLAME,SAN LUIS OBISPO,CA,17.1,MTOWER,35.72736111,-120.2263056
8514,AT&T,1 BOLIVAR DRIVE (13174),BIG SUR,MONTEREY,CA,11.6,MTOWER,36.229,-121.7682222
8513,AT&T,Rural Road (13173),BRADLEY,MONTEREY,CA,28.4,LTOWER,35.88269444,-120.8219722
8512,AT&T,16789 AVERY LANE (13169),PRUNEDALE,MONTEREY,CA,43,LTOWER,36.81347222,-121.6790833
8511,AT&T,WILLIAMS HILL OFF HIGHWAY 101 (13176),LOCKWOOD,MONTEREY,CA,25.6,LTOWER,35.95130556,-121.0015
8510,AT&T,HANDLEY PEAK 8 KM N (13166),GREENFIELD,MONTEREY,CA,84.1,LTOWER,36.38,-121.2169444
1788,Verizon,1500 Myrtle Avenue,LITTLE LAKE,INYO,CA,24.4,TOWER,35.92605556,-117.9131389
1789,Verizon,1730 SAGA FLATS RD A,HAIWEE,INYO,CA,50.3,TOWER,36.19333333,-118.0083333
1790,Verizon,350 Lagoon Street,BISHOP,INYO,CA,38.1,TOWER,37.35908333,-118.3970556
1791,Verizon,470039  PINECREST AVE.,MAMMOUTH LAKES,MONO,CA,32,TOWER,37.64855556,-118.9704167
1792,Verizon,ON FISH SPRING RD 7.8 MI SE OF BIG PINE,POVERTY HILLS,INYO,CA,28.9,TOWER,37.05722222,-118.2430556
1794,Verizon,(Crestview site) 5 MI ESE,June Lake,MONO,CA,21.3,TOWER,37.7655,-118.9818611
1795,Verizon,Conway Summit 10 MILES NW OF LEE VINING,LEE VINING,MONO,CA,20.8,TOWER,38.08775,-119.1769722
1796,Verizon,1303 LONE PINE NARROW GAUGE RD,Lone Pine,INYO,CA,30.5,TOWER,36.616,-118.0422778
1797,Verizon,Mazourka Canyon Rd & Los Angeles Viaduct  (CA10426-A),INDEPENDENCE,INYO,CA,94.5,TOWER,36.79861111,-118.1596111
1804,Verizon,(Bridgeport) Hwy 395,Bridgeport,MONO,CA,25.9,LTOWER,38.27763889,-119.2999722
1805,Verizon,1500 Myrtle Avenue,LITTLE LAKE,INYO,CA,24.4,TOWER,35.92605556,-117.9131389
1806,Verizon,1730 SAGA FLATS RD A,HAIWEE,INYO,CA,50.3,TOWER,36.19333333,-118.0083333
1807,Verizon,350 Lagoon Street,BISHOP,INYO,CA,38.1,TOWER,37.35908333,-118.3970556
1808,Verizon,470039  PINECREST AVE.,MAMMOUTH LAKES,MONO,CA,32,TOWER,37.64855556,-118.9704167
1809,Verizon,ON FISH SPRING RD 7.8 MI SE OF BIG PINE,POVERTY HILLS,INYO,CA,28.9,TOWER,37.05722222,-118.2430556
34369,Verizon,New Hillsdale Site Latrobe Road,Shingle Springs,EL DORADO,CA,41.8,TOWER,38.58786111,-121.0250556
34367,Verizon,"BIG HILL, 18 KM ENE OF",POLLOCK PINES,EL DORADO,CA,48.8,TOWER,38.84222222,-120.4077778
34366,Verizon,"MOUNT AUKUM, 1.3 MILES NORTH OF",AUKUM,EL DORADO,CA,10.7,BTWR,38.57380556,-120.7266111
14210,AT&T,1705 CASITAS VISTA ROAD (12498),VENTURA,VENTURA,CA,38.7,LTOWER,34.34925,-119.3363333
14400,Verizon,(Johannesburg) 36753 Randsburg Loop,Johannesburg,KERN,CA,78,LTOWER,35.36272222,-117.6408611
14399,Verizon,(Famosa site) 34748 Famoso Rd,Bakersfield,KERN,CA,45.7,LTOWER,35.60736111,-119.0819722
14396,Verizon,Highway 46,Lost Hills,KERN,CA,79.2,TOWER,35.71127778,-120.1731111
14393,Verizon,7093 Highway 58,CALIFORNIA CITY,KERN,CA,60.7,TOWER,35.03836111,-118.0063889
43628,AT&T,1900 Willow Lake Road (128056),Discovery Bay,CONTRA COSTA,CA,19.8,MTOWER,37.90219444,-121.6001667
43630,AT&T,28372 BIG BASIN WAY (42617),BOULDER CREEK,SANTA CRUZ,CA,39.3,MTOWER,37.19613889,-122.1643611
43633,AT&T,4690 EVORA ROAD (12978),CONCORD,CONTRA COSTA,CA,53.3,LTOWER,38.03013889,-122.0022222
43634,AT&T,2001 EAST RIDGECREST (12709),Fairfax,MARIN,CA,24.4,MTOWER,37.92866667,-122.5875833
43635,AT&T,7550 Red Hill Road (47478),Nicasio,MARIN,CA,10.4,MTOWER,38.13516667,-122.7134722
43638,AT&T,14865 SKYLINE BLVD (155807),WOODSIDE,SAN MATEO,CA,10.7,MTOWER,37.41808333,-122.3192222
43639,AT&T,MARKER B18 SKYLINE BLVD (155808),WOODSIDE,SAN MATEO,CA,11,MTOWER,37.41341667,-122.3103611
43640,AT&T,16995 SKYLINE BLVD (155815),WOODSIDE,SAN MATEO,CA,10.7,MTOWER,37.39141667,-122.2739722
43641,AT&T,1 Mountain King Road (115711),Lagunitas,MARIN,CA,17.4,MTOWER,38.02727778,-122.7164167
43643,AT&T,14100 BODEGA HIGHWAY (51044),BODEGA BAY,SONOMA,CA,19.8,MTOWER,38.35561111,-122.9301389
8140,AT&T,11500 Geysers Road (26926),Geyserville,SONOMA,CA,20.4,MTOWER,38.76463889,-122.8449444
43649,AT&T,28372 BIG BASIN WAY (42617),BOULDER CREEK,SANTA CRUZ,CA,39.3,MTOWER,37.19613889,-122.1643611
43647,AT&T,1900 Willow Lake Road (128056),Discovery Bay,CONTRA COSTA,CA,19.8,MTOWER,37.90219444,-121.6001667
43645,AT&T,2885 BAY HILL ROAD (13044),BODEGA BAY,SONOMA,CA,36.6,GTOWER,38.34177778,-123.0202222
8139,AT&T,1500 Country Club Boulevard (110167),Petaluma,SONOMA,CA,29.9,LTOWER,38.21969444,-122.6160278
43626,AT&T,2885 BAY HILL ROAD (13044),BODEGA BAY,SONOMA,CA,36.6,GTOWER,38.34177778,-123.0202222
43624,AT&T,14100 BODEGA HIGHWAY (51044),BODEGA BAY,SONOMA,CA,19.8,MTOWER,38.35561111,-122.9301389
43622,AT&T,1 Mountain King Road (115711),Lagunitas,MARIN,CA,17.4,MTOWER,38.02727778,-122.7164167
43621,AT&T,16995 SKYLINE BLVD (155815),WOODSIDE,SAN MATEO,CA,10.7,MTOWER,37.39141667,-122.2739722
43620,AT&T,MARKER B18 SKYLINE BLVD (155808),WOODSIDE,SAN MATEO,CA,11,MTOWER,37.41341667,-122.3103611
43619,AT&T,14865 SKYLINE BLVD (155807),WOODSIDE,SAN MATEO,CA,10.7,MTOWER,37.41808333,-122.3192222
43616,AT&T,7550 Red Hill Road (47478),Nicasio,MARIN,CA,10.4,MTOWER,38.13516667,-122.7134722
43615,AT&T,2001 EAST RIDGECREST (12709),Fairfax,MARIN,CA,24.4,MTOWER,37.92866667,-122.5875833
43614,AT&T,4690 EVORA ROAD (12978),CONCORD,CONTRA COSTA,CA,53.3,LTOWER,38.03013889,-122.0022222
8138,AT&T,2885 BAY HILL ROAD (13044),BODEGA BAY,SONOMA,CA,36.6,GTOWER,38.34177778,-123.0202222
21750,AT&T,I-15 & Fort Irwin Rd  (97741),Fort Irwin,SAN BERNARDINO,CA,18.6,MTOWER,35.45308333,-116.5953611
21752,AT&T,2 MILES SOUTHWEST OF CACTUS CITY (12333),DESERT CENTER,RIVERSIDE,CA,30.5,MTOWER,33.65508333,-115.9861389
21753,AT&T,36753 Randsburg Loop  (11660),Johannesburg,KERN,CA,78,LTOWER,35.36272222,-117.6408611
21754,AT&T,CHUCKWALLA PEAK (12334),DESERT CENTER,RIVERSIDE,CA,36.3,MTOWER,33.65491667,-115.454
21755,AT&T,MOUNTAIN PASS (11639),BAKER,SAN BERNARDINO,CA,15.5,LTOWER,35.49069444,-115.5580833
21756,AT&T,87 BLACK ROCK MOUNTAIN  (12357),BLYTHE,RIVERSIDE,CA,30.8,MTOWER,33.61766667,-114.7722222
21758,AT&T,TURQUOISE MTN  (11647),BAKER,SAN BERNARDINO,CA,38.1,LTOWER,35.4355,-115.9239444
2061,Verizon,4491 WHEATLAND ROAD,WHEATLAND,YUBA,CA,46.4,TOWER,38.996,-121.4418889
2063,Verizon,SOUTH OF THE INTERSECTION OF SEYMOUR ROAD AND CA HWY 113,Robbins,SUTTER,CA,71.6,TOWER,38.87472222,-121.7077778
2064,Verizon,15358 Oregon Hill Lookout,DOBBINS,YUBA,CA,64.9,TOWER,39.38861111,-121.1776111
2065,Verizon,550 Chandon Avenue,Gridley,BUTTE,CA,50.3,TOWER,39.31266667,-121.6621944
2066,Verizon,8929 Hwy 20,SMARTVILLE,YUBA,CA,49.3,TOWER,39.20461111,-121.2826944
2067,Verizon,The Real Beale 6240 Ostrom Road,Wheatland,YUBA,CA,45.7,TOWER,39.079,-121.3720833
8137,AT&T,3801 OLD NAPA ROAD (13037),SONOMA,SONOMA,CA,20.7,MTOWER,38.25822222,-122.3977778
8136,AT&T,3000 SONOMA MOUNTAIN ROAD (13033),PETALUMA,SONOMA,CA,58.8,LTOWER,38.34808333,-122.5776667
8135,AT&T,1074 Stage Gulch Road (51386),PETALUMA,SONOMA,CA,5.8,MTOWER,38.23330556,-122.5267222
8133,AT&T,11500 Geysers Road (26926),Geyserville,SONOMA,CA,20.4,MTOWER,38.76463889,-122.8449444
8132,AT&T,1500 Country Club Boulevard (110167),Petaluma,SONOMA,CA,29.9,LTOWER,38.21969444,-122.6160278
8131,AT&T,2885 BAY HILL ROAD (13044),BODEGA BAY,SONOMA,CA,36.6,GTOWER,38.34177778,-123.0202222
8130,AT&T,3801 OLD NAPA ROAD (13037),SONOMA,SONOMA,CA,20.7,MTOWER,38.25822222,-122.3977778
8129,AT&T,3000 SONOMA MOUNTAIN ROAD (13033),PETALUMA,SONOMA,CA,58.8,LTOWER,38.34808333,-122.5776667
8128,AT&T,1074 Stage Gulch Road (51386),PETALUMA,SONOMA,CA,5.8,MTOWER,38.23330556,-122.5267222
21798,AT&T,ARMY TRAINING AREA/RANGE  (159776),FORT IRWIN,SAN BERNARDINO,CA,19.5,LTOWER,35.48352778,-116.7046389
21799,AT&T,185TH STREETE AVE E (24315),LANCASTER,LOS ANGELES,CA,16.5,LTOWER,34.76005556,-117.7994444
21800,AT&T,34703 GOLDEN STATE FWY (24316),CASTAIC,LOS ANGELES,CA,31.1,MTOWER,34.55022222,-118.6678889
21801,AT&T,49723 Gorman School Rd  (24317),GORMAN,LOS ANGELES,CA,24.4,MTOWER,34.79416667,-118.8513056
21805,AT&T,47835 PALA ROAD (24413),TEMECULA,RIVERSIDE,CA,18,MTOWER,33.45130556,-117.0975556
21806,AT&T,61600 DEVIL LADDER (48206),MOUNTAIN CENTER,RIVERSIDE,CA,13.7,MTOWER,33.59666667,-116.5933333
21807,AT&T,I-95 2 MILES NORTH OF OLD BLYTHE VIDAL ROAD (48521),DESERT CENTER,RIVERSIDE,CA,45.7,LTOWER,33.96097222,-114.52225
